Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.728306,0.28,0.0130534,8.9381e-08,8.85102e-08,1.30531,-4.30142,4.92171,-1.93079,-0.123607,0.0780038,0.00259843,-0.000546601,8.10825,-26.7003,30.536,-11.9752,1.11958,-0.0253459,0.00799781,0.000178147,-1.19571,4.08295,-4.76959,1.89667,0,0,0,0,0,0,0,0
0.701472,0.3,0.0130536,-3.84853e-08,-3.81103e-08,1.56743,-5.36277,6.37086,-2.5949,-7.34788e-17,0.0820179,1.40641e-08,-0.000574682,9.70323,-33.2296,39.4963,-16.0924,1.1,4.28206e-07,0.00840856,-2.39275e-07,1.63917,-5.4382,6.33881,-2.54877,0,0,0,0,0,0,0,0
0.703831,0.32,0.0130535,1.65708e-08,1.64094e-08,1.54213,-5.25854,6.22609,-2.52743,0.123607,0.0780037,-0.00259847,-0.000546574,8.58094,-29.3411,34.7955,-14.1398,1.11958,0.0253448,0.00799735,-0.000177488,4.4842,-15.1411,17.8197,-7.2046,0,0,0,0,0,0,0,0
0.718194,0.34,0.0130536,-7.13498e-09,-7.06546e-09,1.39775,-4.67087,5.41969,-2.15608,0.235114,0.0663539,-0.00494257,-0.000464936,6.13996,-20.6297,24.0135,-9.57328,1.17639,0.048209,0.00680282,-0.000337842,6.27048,-20.8479,24.1148,-9.57328,0,0,0,0,0,0,0,0
0.703831,0.36,0.0130536,3.07215e-09,3.04221e-09,1.54213,-5.25853,6.22609,-2.52743,0.323607,0.048209,-0.00680287,-0.000337799,4.30638,-14.8377,17.676,-7.2046,1.26489,0.0663539,0.00494259,-0.00046492,8.67154,-29.4957,34.8687,-14.1398,0,0,0,0,0,0,0,0
0.718194,0.38,0.0130536,-1.32279e-09,-1.3099e-09,1.39775,-4.67087,5.41969,-2.15608,0.380423,0.0253449,-0.00799725,-0.00017759,1.28164,-4.43566,5.25302,-2.11791,1.37639,0.0780037,0.00259845,-0.000546577,8.68191,-28.9921,33.6241,-13.372,0,0,0,0,0,0,0,0
0.703831,0.4,0.0130536,5.69561e-10,5.64012e-10,1.54213,-5.25853,6.22609,-2.52743,0.4,3.68859e-10,-0.0084088,-2.06113e-10,-1.61307,5.33314,-6.19513,2.48254,1.5,0.082018,3.57599e-09,-0.000574693,9.54665,-32.5839,38.5991,-15.6741,0,0,0,0,0,0,0,0
0.718194,0.42,0.0130536,-2.45239e-10,-2.4285e-10,1.39775,-4.67087,5.41969,-2.15608,0.380423,-0.0253449,-0.00799725,0.000177591,-4.06623,13.4526,-15.514,6.14642,1.62361,0.0780037,-0.00259846,-0.00054657,7.77714,-26.0623,30.2901,-12.063,0,0,0,0,0,0,0,0
0.703831,0.44,0.0130536,1.05594e-10,1.04566e-10,1.54213,-5.25853,6.22609,-2.52743,0.323607,-0.048209,-0.00680286,0.000337798,-6.91638,23.4669,-27.7,11.2214,1.73511,0.0663539,-0.00494257,-0.000464938,6.77527,-23.2262,27.5859,-11.2214,0,0,0,0,0,0,0,0
0.718194,0.46,0.0130536,-4.5466e-11,-4.50215e-11,1.39775,-4.67087,5.41969,-2.15608,0.235114,-0.0663539,-0.00494257,0.000464939,-7.86094,26.2024,-30.3551,12.063,1.82361,0.048209,-0.00680286,-0.000337798,3.90177,-13.1776,15.3863,-6.14642,0,0,0,0,0,0,0,0
0.703831,0.48,0.0130536,1.95766e-11,1.93851e-11,1.54213,-5.25853,6.22609,-2.52743,0.123607,-0.0780037,-0.00259846,0.000546568,-9.57787,32.6372,-38.6243,15.6741,1.88042,0.0253449,-0.00799725,-0.000177591,1.41596,-4.99686,6.03586,-2.48254,0,0,0,0,0,0,0,0
0.718194,0.5,0.0130536,-8.42907e-12,-8.34764e-12,1.39775,-4.67087,5.41969,-2.15608,4.77736e-16,-0.082018,3.07899e-12,0.000574696,-8.65303,28.9438,-33.6017,13.372,1.9,9.37868e-11,-0.0084088,-5.24043e-11,-1.46395,4.74048,-5.3945,2.11791,0,0,0,0,0,0,0,0
0.718194,0.52,0.0130536,3.62979e-12,3.59279e-12,1.39775,-4.67087,5.41969,-2.15608,-0.123607,-0.0780037,0.00259846,0.000546568,-7.77714,26.0623,-30.2901,12.063,1.88042,-0.0253449,-0.00799725,0.000177591,-4.06623,13.4526,-15.514,6.14642,0,0,0,0,0,0,0,0
0.703831,0.54,0.0130536,-1.56238e-12,-1.54717e-12,1.54213,-5.25853,6.22609,-2.52743,-0.235114,-0.0663539,0.00494257,0.000464939,-6.77527,23.2262,-27.5859,11.2214,1.82361,-0.048209,-0.00680286,0.000337798,-6.91638,23.4669,-27.7,11.2214,0,0,0,0,0,0,0,0
0.770825,0.56,0.0130536,6.72405e-13,6.66496e-13,0.985245,-3.06761,3.31637,-1.22925,-0.323607,-0.048209,0.00680286,0.000337798,-2.7466,8.64975,-9.41435,3.50507,1.73511,-0.0663539,-0.00494257,0.000464939,-5.54431,17.2157,-18.5803,6.87908,0,0,0,0,0,0,0,0
0.724067,0.58,0.0130536,-2.89263e-13,-2.87254e-13,1.34319,-4.45214,5.124,-2.02191,-0.380423,-0.0253449,0.00799725,0.000177591,-1.23092,4.22687,-4.966,1.98617,1.62361,-0.0780037,-0.00259846,0.000546568,-8.34332,27.6353,-31.7905,12.5402,0,0,0,0,0,0,0,0
0.703831,0.6,0.0130536,1.25094e-13,1.23394e-13,1.54213,-5.25853,6.22609,-2.52743,-0.4,8.14937e-14,0.0084088,-4.7211e-14,1.61307,-5.33314,6.19513,-2.48254,1.5,-0.082018,7.81441e-13,0.000574696,-9.54665,32.5839,-38.5991,15.6741,0,0,0,0,0,0,0,0
0.718194,0.62,0.0130536,-5.40013e-14,-5.30464e-14,1.39775,-4.67087,5.41969,-2.15608,-0.380423,0.0253449,0.00799725,-0.000177591,4.06623,-13.4526,15.514,-6.14642,1.37639,-0.0780037,0.00259846,0.000546568,-7.77714,26.0623,-30.2901,12.063,0,0,0,0,0,0,0,0
0.703831,0.64,0.0130536,2.29882e-14,2.20513e-14,1.54213,-5.25853,6.22609,-2.52743,-0.323607,0.048209,0.00680286,-0.000337798,6.91638,-23.4669,27.7,-11.2214,1.26489,-0.0663539,0.00494257,0.000464939,-6.77527,23.2262,-27.5859,11.2214,0,0,0,0,0,0,0,0
0.718194,0.66,0.0130536,-1.02437e-14,-1.02339e-14,1.39775,-4.67087,5.41969,-2.15608,-0.235114,0.0663539,0.00494257,-0.000464939,7.86094,-26.2024,30.3551,-12.063,1.17639,-0.048209,0.00680286,0.000337798,-3.90177,13.1776,-15.3863,6.14642,0,0,0,0,0,0,0,0
0.703831,0.68,0.0130536,4.0901e-15,3.69477e-15,1.54213,-5.25853,6.22609,-2.52743,-0.123607,0.0780037,0.00259846,-0.000546568,9.57787,-32.6372,38.6243,-15.6741,1.11958,-0.0253449,0.00799725,0.000177591,-1.41596,4.99686,-6.03586,2.48254,0,0,0,0,0,0,0,0
0.718194,0.7,0.0130536,-1.72846e-15,-2.28724e-15,1.39775,-4.67087,5.41969,-2.15608,-8.81993e-16,0.082018,1.20368e-15,-0.000574696,8.65303,-28.9438,33.6017,-13.372,1.1,2.17108e-14,0.0084088,-1.0967e-14,1.46395,-4.74048,5.3945,-2.11791,0,0,0,0,0,0,0,0
0.770825,0.72,0.0130536,9.70006e-16,4.1053e-16,0.985245,-3.06761,3.31637,-1.22925,0.123607,0.0780037,-0.00259846,-0.000546568,5.48091,-17.1169,18.5376,-6.87908,1.11958,0.0253449,0.00799725,-0.000177591,2.87103,-8.84363,9.49819,-3.50507,0,0,0,0,0,0,0,0
0.724067,0.74,0.0130536,-4.73334e-16,-1.31956e-15,1.34319,-4.45214,5.124,-2.02191,0.235114,0.0663539,-0.00494257,-0.000464939,5.89992,-19.6632,22.7036,-8.97779,1.17639,0.048209,0.00680286,-0.000337798,6.02637,-19.873,22.8001,-8.97779,0,0,0,0,0,0,0,0
0.703831,0.76,0.0130536,1.58664e-16,2.34589e-16,1.54213,-5.25853,6.22609,-2.52743,0.323607,0.048209,-0.00680286,-0.000337798,4.30638,-14.8377,17.676,-7.2046,1.26489,0.0663539,0.00494257,-0.000464939,8.67154,-29.4957,34.8687,-14.1398,0,0,0,0,0,0,0,0
0.718194,0.78,0.0130536,2.65942e-18,1.46618e-16,1.39775,-4.67087,5.41969,-2.15608,0.380423,0.0253449,-0.00799725,-0.000177591,1.28164,-4.43566,5.25302,-2.11791,1.37639,0.0780037,0.00259846,-0.000546568,8.68191,-28.9921,33.6241,-13.372,0,0,0,0,0,0,0,0
0.703831,0.8,0.0130536,2.06529e-16,2.05265e-16,1.54213,-5.25853,6.22609,-2.52743,0.4,1.1749e-15,-0.0084088,-5.86472e-16,-1.61307,5.33314,-6.19513,2.48254,1.5,0.082018,1.30718e-15,-0.000574696,9.54665,-32.5839,38.5991,-15.6741,0,0,0,0,0,0,0,0
0.718194,0.82,0.0130536,-3.13486e-16,2.93236e-16,1.39775,-4.67087,5.41969,-2.15608,0.380423,-0.0253449,-0.00799725,0.000177591,-4.06623,13.4526,-15.514,6.14642,1.62361,0.0780037,-0.00259846,-0.000546568,7.77714,-26.0623,30.2901,-12.063,0,0,0,0,0,0,0,0
0.703831,0.84,0.0130536,4.6949e-16,-2.05265e-16,1.54213,-5.25853,6.22609,-2.52743,0.323607,-0.048209,-0.00680286,0.000337798,-6.91638,23.4669,-27.7,11.2214,1.73511,0.0663539,-0.00494257,-0.000464939,6.77527,-23.2262,27.5859,-11.2214,0,0,0,0,0,0,0,0
0.718194,0.86,0.0130536,6.44133e-17,1.34889e-15,1.39775,-4.67087,5.41969,-2.15608,0.235114,-0.0663539,-0.00494257,0.000464939,-7.86094,26.2024,-30.3551,12.063,1.82361,0.048209,-0.00680286,-0.000337798,3.90177,-13.1776,15.3863,-6.14642,0,0,0,0,0,0,0,0
0.703831,0.88,0.0130536,3.84069e-17,-1.90603e-15,1.54213,-5.25853,6.22609,-2.52743,0.123607,-0.0780037,-0.00259846,0.000546568,-9.57787,32.6372,-38.6243,15.6741,1.88042,0.0253449,-0.00799725,-0.000177591,1.41596,-4.99686,6.03586,-2.48254,0,0,0,0,0,0,0,0
0.718194,0.9,0.0130536,4.83969e-16,3.81207e-16,1.39775,-4.67087,5.41969,-2.15608,2.20436e-16,-0.082018,-2.63068e-15,0.000574696,-8.65303,28.9438,-33.6017,13.372,1.9,-9.51504e-16,-0.0084088,5.04366e-15,-1.46395,4.74048,-5.3945,2.11791,0,0,0,0,0,0,0,0
0.703831,0.92,0.0130536,1.74914e-16,2.93236e-17,1.54213,-5.25853,6.22609,-2.52743,-0.123607,-0.0780037,0.00259846,0.000546568,-8.58094,29.3411,-34.7955,14.1398,1.88042,-0.0253449,-0.00799725,0.000177591,-4.4842,15.1411,-17.8197,7.2046,0,0,0,0,0,0,0,0
0.718194,0.94,0.0130536,-2.5408e-17,1.05565e-15,1.39775,-4.67087,5.41969,-2.15608,-0.235114,-0.0663539,0.00494257,0.000464939,-6.13996,20.6297,-24.0135,9.57328,1.82361,-0.048209,-0.00680286,0.000337798,-6.27048,20.8479,-24.1148,9.57328,0,0,0,0,0,0,0,0
0.703831,0.96,0.0130536,-2.45825e-16,0,1.54213,-5.25853,6.22609,-2.52743,-0.323607,-0.048209,0.00680286,0.000337798,-4.30638,14.8377,-17.676,7.2046,1.73511,-0.0663539,-0.00494257,0.000464939,-8.67154,29.4957,-34.8687,14.1398,0,0,0,0,0,0,0,0
0.718194,0.98,0.0130536,-5.95061e-16,8.21061e-16,1.39775,-4.67087,5.41969,-2.15608,-0.380423,-0.0253449,0.00799725,0.000177591,-1.28164,4.43566,-5.25302,2.11791,1.62361,-0.0780037,-0.00259846,0.000546568,-8.68191,28.9921,-33.6241,13.372,0,0,0,0,0,0,0,0
0.645178,1,0.0130536,-5.35381e-16,-1.43686e-15,2.33877,-8.70001,11.2372,-4.97635,-0.4,-1.25314e-15,0.0084088,2.69777e-15,2.43333,-8.798,11.1665,-4.88669,1.5,-0.082018,1.55061e-15,0.000574696,-14.4769,53.8985,-69.6498,30.8534,0,0,0,0,0,0,0,0
0.901334,1.02,0.0130536,1.70777e-16,-4.1053e-16,0.436672,-1.16274,1.07501,-0.340769,-0.380423,0.0253449,0.00799725,-0.000177591,1.27775,-3.36009,3.08287,-0.972199,1.37639,-0.0780037,0.00259846,0.000546568,-2.428,6.48826,-6.01116,1.90805,0,0,0,0,0,0,0,0
1.53215,1.04,0.0130536,-1.65754e-16,6.45119e-16,-1.51464e-15,4.01691e-16,-7.35885e-16,2.88987e-16,-0.323607,0.048209,0.00680286,-0.000337798,-2.40313e-05,8.57821e-07,-6.11132e-15,9.66864e-16,1.26489,-0.0663539,0.00494257,0.000464939,-1.74598e-05,-8.57821e-07,1.5245e-15,-3.82398e-16,0,0,0,0,0,0,0,0
1.53215,1.06,0.0130536,-1.6664e-16,4.69178e-16,-3.32172e-16,1.30713e-15,-7.0644e-16,1.63364e-16,-0.235114,0.0663539,0.00494257,-0.000464939,-1.74598e-05,1.08092e-06,2.5186e-15,-4.08419e-16,1.17639,-0.048209,0.00680286,0.000337798,-2.40313e-05,-5.50755e-07,-8.70967e-16,2.2445e-16,0,0,0,0,0,0,0,0
1.53215,1.08,0.0130536,-3.50419e-16,2.05265e-16,-5.15552e-16,2.45081e-16,-6.80843e-16,6.21146e-17,-0.123607,0.0780037,0.00259846,-0.000546568,-9.17915e-06,1.19821e-06,1.42231e-15,-1.19831e-16,1.11958,-0.0253449,0.00799725,0.000177591,-2.82505e-05,-1.89777e-07,-1.65003e-15,3.47113e-17,0,0,0,0,0,0,0,0
1.53215,1.1,0.0130536,-3.19084e-17,9.09031e-16,-9.71852e-16,3.22965e-16,4.43763e-16,1.34189e-17,4.4112e-16,0.082018,-1.2284e-15,-0.000574696,7.35355e-15,1.19821e-06,3.47948e-15,-5.95864e-16,1.1,-2.27573e-16,0.0084088,1.52483e-15,-2.97043e-05,1.89777e-07,-1.5397e-15,2.15065e-16,0,0,0,0,0,0,0,0
1.53215,1.12,0.0130536,-3.24715e-16,-4.1053e-16,1.98382e-15,-1.62105e-15,2.21316e-16,-9.88287e-18,0.123607,0.0780037,-0.00259846,-0.000546568,9.17915e-06,1.08092e-06,-1.22547e-15,3.09824e-16,1.11958,0.0253449,0.00799725,-0.000177591,-2.82505e-05,5.50755e-07,-1.76942e-16,-4.92933e-16,0,0,0,0,0,0,0,0
1.53215,1.14,0.0130536,-3.14077e-16,-2.05265e-16,1.28518e-15,-5.23688e-16,5.65906e-17,1.38228e-16,0.235114,0.0663539,-0.00494257,-0.000464939,1.74598e-05,8.57821e-07,3.65479e-15,-6.09471e-16,1.17639,0.048209,0.00680286,-0.000337798,-2.40313e-05,8.57821e-07,4.80144e-15,-8.9711e-16,0,0,0,0,0,0,0,0
1.53215,1.16,0.0130536,-1.59255e-16,-3.51883e-16,1.92784e-15,-1.81484e-15,6.64019e-16,9.17084e-17,0.323607,0.048209,-0.00680286,-0.000337798,2.40313e-05,5.50755e-07,-7.77915e-17,2.03356e-17,1.26489,0.0663539,0.00494257,-0.000464939,-1.74598e-05,1.08092e-06,6.56831e-15,-1.48618e-15,0,0,0,0,0,0,0,0
1.53215,1.18,0.0130536,-2.15098e-16,-3.81207e-16,1.14213e-15,-3.64928e-15,8.82358e-16,-1.39757e-16,0.380423,0.0253449,-0.00799725,-0.000177591,2.82505e-05,1.89777e-07,-1.03768e-16,-8.9919e-17,1.37639,0.0780037,0.00259846,-0.000546568,-9.17915e-06,1.19821e-06,3.74066e-15,-2.33822e-16,0,0,0,0,0,0,0,0
1.53215,1.2,0.0130536,5.339e-16,-7.62413e-16,-1.50775e-15,3.08754e-15,-1.44669e-15,-1.84603e-16,0.4,6.8212e-16,-0.0084088,-1.23159e-15,2.97043e-05,-1.89777e-07,-8.54948e-16,1.17195e-16,1.5,0.082018,1.51706e-15,-0.000574696,-1.56234e-15,1.19821e-06,1.12134e-15,-1.50447e-16,0,0,0,0,0,0,0,0
1.53215,1.22,0.0130536,3.63422e-16,1.23159e-15,-2.79698e-15,3.00337e-15,-4.7471e-16,3.76293e-16,0.380423,-0.0253449,-0.00799725,0.000177591,2.82505e-05,-5.50755e-07,-2.81529e-15,5.20431e-16,1.62361,0.0780037,-0.00259846,-0.000546568,9.17915e-06,1.08092e-06,-5.55594e-15,9.68965e-16,0,0,0,0,0,0,0,0
1.53215,1.24,0.0130536,1.72845e-16,-3.81207e-16,-4.02172e-16,-9.88634e-17,-1.02878e-15,-3.07826e-17,0.323607,-0.048209,-0.00680286,0.000337798,2.40313e-05,-8.57821e-07,-3.55515e-15,4.71425e-16,1.73511,0.0663539,-0.00494257,-0.000464939,1.74598e-05,8.57821e-07,-2.00144e-16,-3.30695e-16,0,0,0,0,0,0,0,0
1.53215,1.26,0.0130536,-6.02742e-16,1.58347e-15,-1.79767e-16,6.12397e-16,-1.1887e-15,1.22561e-16,0.235114,-0.0663539,-0.00494257,0.000464939,1.74598e-05,-1.08092e-06,-6.68519e-16,6.03087e-18,1.82361,0.048209,-0.00680286,-0.000337798,2.40313e-05,5.50755e-07,2.51614e-15,-6.4897e-16,0,0,0,0,0,0,0,0
1.53215,1.28,0.0130536,1.58782e-15,-1.6128e-15,-2.16203e-15,-2.28795e-16,8.78716e-16,-6.85298e-17,0.123607,-0.0780037,-0.00259846,0.000546568,9.17915e-06,-1.19821e-06,-1.42892e-15,4.17675e-16,1.88042,0.0253449,-0.00799725,-0.000177591,2.82505e-05,1.89777e-07,-1.36413e-17,-3.60335e-16,0,0,0,0,0,0,0,0
1.53215,1.3,0.0130536,-4.24934e-15,4.33989e-15,3.9028e-15,-8.70619e-16,-7.88862e-16,9.08478e-17,1.02895e-15,-0.082018,-9.2136e-15,0.000574696,-2.84928e-15,-1.19821e-06,-4.27734e-15,6.96722e-16,1.9,-4.40678e-14,-0.0084088,2.29311e-14,2.97043e-05,-1.89777e-07,4.61556e-15,-3.35798e-16,0,0,0,0,0,0,0,0
1.53215,1.32,0.0130536,9.84924e-15,-8.59181e-15,-9.76735e-15,5.57411e-15,-6.56961e-16,2.46096e-16,-0.123607,-0.0780037,0.00259846,0.000546568,-9.17915e-06,-1.08092e-06,-1.66056e-15,3.30451e-16,1.88042,-0.0253449,-0.00799725,0.000177591,2.82505e-05,-5.50755e-07,1.05428e-15,-5.91283e-16,0,0,0,0,0,0,0,0
1.53215,1.34,0.0130536,-2.3174e-14,2.3019e-14,1.78306e-14,-7.87562e-15,-6.03216e-16,-3.29684e-18,-0.235114,-0.0663539,0.00494257,0.000464939,-1.74598e-05,-8.57821e-07,-4.73146e-16,2.80673e-17,1.82361,-0.048209,-0.00680286,0.000337798,2.40313e-05,-8.57821e-07,1.57475e-15,-3.60944e-16,0,0,0,0,0,0,0,0
1.53215,1.36,0.0130536,5.35224e-14,-5.37795e-14,-4.14787e-14,1.83427e-14,8.3514e-16,-2.96967e-16,-0.323607,-0.048209,0.00680286,0.000337798,-2.40313e-05,-5.50755e-07,-3.16048e-15,4.82565e-16,1.73511,-0.0663539,-0.00494257,0.000464939,1.74598e-05,-1.08092e-06,-6.09782e-15,1.53546e-15,0,0,0,0,0,0,0,0
1.53215,1.38,0.0130536,-1.24384e-13,1.23071e-13,1.02139e-13,-4.34413e-14,9.44089e-16,1.41723e-16,-0.380423,-0.0253449,0.00799725,0.000177591,-2.82505e-05,-1.89777e-07,-4.75903e-17,1.81849e-17,1.62361,-0.0780037,-0.00259846,0.000546568,9.17915e-06,-1.19821e-06,-1.43261e-15,7.35089e-17,0,0,0,0,0,0,0,0
1.53215,1.4,0.0130536,2.89605e-13,-2.87371e-13,-2.36166e-13,1.01459e-13,2.09091e-16,-1.16837e-16,-0.4,1.17468e-12,0.0084088,-6.56907e-13,-2.97043e-05,1.89777e-07,1.4402e-15,-2.39798e-16,1.5,-0.082018,1.69596e-12,0.000574696,-1.37153e-12,-1.19821e-06,1.95286e-15,-3.28554e-16,0,0,0,0,0,0,0,0
1.53215,1.42,0.0130536,-6.73044e-13,6.6588e-13,5.4784e-13,-2.3754e-13,2.79637e-16,-2.79262e-17,-0.380423,0.0253449,0.00799725,-0.000177591,-2.82505e-05,5.50754e-07,1.86754e-16,-9.69819e-17,1.37639,-0.0780037,0.00259846,0.000546568,-9.17914e-06,-1.08092e-06,2.33e-15,-5.34607e-16,0,0,0,0,0,0,0,0
1.53215,1.44,0.0130536,1.56249e-12,-1.54908e-12,-1.26438e-12,5.45831e-13,1.01718e-15,3.7473e-17,-0.323607,0.048209,0.00680286,-0.000337798,-2.40313e-05,8.57822e-07,3.08228e-15,-4.97351e-16,1.26489,-0.0663539,0.00494257,0.000464939,-1.74598e-05,-8.57818e-07,-2.09435e-15,5.48295e-16,0,0,0,0,0,0,0,0
1.53215,1.46,0.0130536,-3.62967e-12,3.59449e-12,2.94537e-12,-1.27858e-12,1.84891e-16,9.41266e-18,-0.235114,0.0663539,0.00494257,-0.000464939,-1.74598e-05,1.08091e-06,1.97628e-15,-1.36718e-16,1.17639,-0.048209,0.00680286,0.000337798,-2.40313e-05,-5.50762e-07,-1.15118e-15,3.97706e-16,0,0,0,0,0,0,0,0
1.53215,1.48,0.0130536,8.42916e-12,-8.34764e-12,-6.84249e-12,2.97016e-12,-4.74217e-16,2.52611e-16,-0.123607,0.0780037,0.00259846,-0.000546568,-9.17916e-06,1.19821e-06,5.94739e-16,-2.1993e-16,1.11958,-0.0253449,0.00799725,0.000177591,-2.82505e-05,-1.8976e-07,-1.59295e-15,2.2444e-16,0,0,0,0,0,0,0,0
1.53215,1.5,0.0130536,-1.95764e-11,1.93872e-11,1.5891e-11,-6.89044e-12,-2.54158e-15,2.09181e-16,-1.07794e-15,0.082018,-4.47861e-11,-0.000574696,3.63676e-11,1.19819e-06,2.07056e-15,-2.41967e-16,1.1,-2.0324e-10,0.0084088,1.13567e-10,-2.97043e-05,1.89737e-07,1.84645e-15,-1.71534e-16,0,0,0,0,0,0,0,0
1.53215,1.52,0.0130536,4.54654e-11,-4.50231e-11,-3.6913e-11,1.60086e-11,7.98448e-16,5.88866e-17,0.123607,0.0780037,-0.00259846,-0.000546569,9.17906e-06,1.08095e-06,2.97104e-15,-4.33816e-16,1.11958,0.0253449,0.00799725,-0.000177591,-2.82507e-05,5.50849e-07,3.46066e-15,-6.92399e-16,0,0,0,0,0,0,0,0
1.53215,1.54,0.0130536,-1.05594e-10,1.04564e-10,8.57331e-11,-3.71819e-11,-3.85345e-16,-6.83206e-17,0.235114,0.0663539,-0.00494257,-0.000464939,1.746e-05,8.57736e-07,3.61419e-15,-4.62304e-16,1.17639,0.0482089,0.00680286,-0.000337797,-2.40308e-05,8.57603e-07,3.50181e-15,-4.41365e-16,0,0,0,0,0,0,0,0
